atom_id,title,module,skill,mapping_basis,runtime_mentions,knowledge_maturity,evidence_maturity,validation_maturity,path
SAM-POS-007,账号承诺怎样形成稳定预期,06,sam-position,explicit_runtime_reference,1,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-007_账号承诺怎样形成稳定预期.md
SAM-POS-007,账号承诺怎样形成稳定预期,06,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-007_账号承诺怎样形成稳定预期.md
SAM-POS-008,差异化不是换一个标签,06,sam-position,explicit_runtime_reference,2,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-008_差异化不是换一个标签.md
SAM-POS-008,差异化不是换一个标签,06,sam-strategy,explicit_runtime_reference,2,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-008_差异化不是换一个标签.md
SAM-POS-009,专家 IP、商业 IP 与生活方式 IP 的区别,06,sam-position,module_scope_candidate,0,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-009_专家IP商业IP与生活方式IP的区别.md
SAM-POS-009,专家 IP、商业 IP 与生活方式 IP 的区别,06,sam-strategy,module_scope_candidate,0,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-009_专家IP商业IP与生活方式IP的区别.md
SAM-POS-010,一人媒体定位的五项检验,06,sam-position,explicit_runtime_reference,3,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-010_一人媒体定位的五项检验.md
SAM-POS-010,一人媒体定位的五项检验,06,sam-strategy,explicit_runtime_reference,3,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-010_一人媒体定位的五项检验.md
SAM-POS-011,定位什么时候需要调整,06,sam-position,explicit_runtime_reference,1,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-011_定位什么时候需要调整.md
SAM-POS-011,定位什么时候需要调整,06,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-011_定位什么时候需要调整.md
SAM-POS-012,定位文档的标准输出,06,sam-position,explicit_runtime_reference,3,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-012_定位文档的标准输出.md
SAM-POS-012,定位文档的标准输出,06,sam-strategy,explicit_runtime_reference,3,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-012_定位文档的标准输出.md
SAM-PLAT-001,平台是分发环境，不是中立工具,07,sam-operations,explicit_runtime_reference,1,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-001_平台是分发环境不是中立工具.md
SAM-PLAT-001,平台是分发环境，不是中立工具,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-001_平台是分发环境不是中立工具.md
SAM-PLAT-002,推荐、搜索、关注和社交分发的区别,07,sam-operations,explicit_runtime_reference,2,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-002_推荐搜索关注和社交分发的区别.md
SAM-PLAT-002,推荐、搜索、关注和社交分发的区别,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-002_推荐搜索关注和社交分发的区别.md
SAM-PLAT-003,用户为什么在不同平台消费不同内容,07,sam-operations,explicit_runtime_reference,1,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-003_用户为什么在不同平台消费不同内容.md
SAM-PLAT-003,用户为什么在不同平台消费不同内容,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-003_用户为什么在不同平台消费不同内容.md
SAM-PLAT-004,平台选择怎样匹配业务结果,07,sam-operations,explicit_runtime_reference,1,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-004_平台选择怎样匹配业务结果.md
SAM-PLAT-004,平台选择怎样匹配业务结果,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-004_平台选择怎样匹配业务结果.md
SAM-PLAT-005,账号基础设置的真实作用,07,sam-operations,explicit_runtime_reference,1,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-005_账号基础设置的真实作用.md
SAM-PLAT-005,账号基础设置的真实作用,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-005_账号基础设置的真实作用.md
SAM-PLAT-006,冷启动期怎样建立数据基线,07,sam-operations,explicit_runtime_reference,2,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-006_冷启动期怎样建立数据基线.md
SAM-PLAT-006,冷启动期怎样建立数据基线,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-006_冷启动期怎样建立数据基线.md
SAM-PLAT-007,平台指标的官方定义与误读,07,sam-operations,explicit_runtime_reference,3,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-007_平台指标的官方定义与误读.md
SAM-PLAT-007,平台指标的官方定义与误读,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-007_平台指标的官方定义与误读.md
SAM-PLAT-008,自然流与投流的边界,07,sam-operations,explicit_runtime_reference,2,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-008_自然流与投流的边界.md
SAM-PLAT-008,自然流与投流的边界,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-008_自然流与投流的边界.md
SAM-PLAT-009,跨平台分发何时有效,07,sam-operations,explicit_runtime_reference,1,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-009_跨平台分发何时有效.md
SAM-PLAT-009,跨平台分发何时有效,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-009_跨平台分发何时有效.md
SAM-PLAT-010,平台规则怎样做时效管理,07,sam-operations,explicit_runtime_reference,2,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-010_平台规则怎样做时效管理.md
SAM-PLAT-010,平台规则怎样做时效管理,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-010_平台规则怎样做时效管理.md
SAM-PLAT-011,合规引流与行动入口,07,sam-operations,explicit_runtime_reference,2,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-011_合规引流与行动入口.md
SAM-PLAT-011,合规引流与行动入口,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-011_合规引流与行动入口.md
SAM-PLAT-012,平台异常怎样定位,07,sam-operations,explicit_runtime_reference,1,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-012_平台异常怎样定位.md
SAM-PLAT-012,平台异常怎样定位,07,sam-retro,module_scope_candidate,0,K5,E4,V2,modules/07_平台分发与账号基础/SAM-PLAT-012_平台异常怎样定位.md
SAM-BM-001,先定义研究问题,08,sam-benchmark,explicit_runtime_reference,1,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-001_先定义研究问题.md
SAM-BM-001,先定义研究问题,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-001_先定义研究问题.md
SAM-BM-002,区分四种研究材料,08,sam-benchmark,explicit_runtime_reference,2,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-002_区分四种研究材料.md
SAM-BM-002,区分四种研究材料,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-002_区分四种研究材料.md
SAM-BM-003,对标资格八项审查,08,sam-benchmark,explicit_runtime_reference,1,K5,E4,V1,modules/08_对标研究与机制迁移/SAM-BM-003_对标资格八项审查.md
SAM-BM-003,对标资格八项审查,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V1,modules/08_对标研究与机制迁移/SAM-BM-003_对标资格八项审查.md
SAM-BM-004,分层取样,08,sam-benchmark,explicit_runtime_reference,1,K5,E4,V1,modules/08_对标研究与机制迁移/SAM-BM-004_分层取样.md
SAM-BM-004,分层取样,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V1,modules/08_对标研究与机制迁移/SAM-BM-004_分层取样.md
SAM-BM-005,事实、推断、未知、假设,08,sam-benchmark,explicit_runtime_reference,2,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-005_事实推断未知假设.md
SAM-BM-005,事实、推断、未知、假设,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-005_事实推断未知假设.md
SAM-BM-006,条件、机制、结果,08,sam-benchmark,explicit_runtime_reference,1,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-006_条件机制结果.md
SAM-BM-006,条件、机制、结果,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-006_条件机制结果.md
SAM-BM-007,迁移关系，不迁移表面,08,sam-benchmark,explicit_runtime_reference,2,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-007_迁移关系不迁移表面.md
SAM-BM-007,迁移关系，不迁移表面,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-007_迁移关系不迁移表面.md
SAM-BM-008,最小实验与结果回填,08,sam-benchmark,explicit_runtime_reference,1,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-008_最小实验与结果回填.md
SAM-BM-008,最小实验与结果回填,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V2,modules/08_对标研究与机制迁移/SAM-BM-008_最小实验与结果回填.md
SAM-BM-009,结果强度不是万能答案,08,sam-benchmark,explicit_runtime_reference,2,K5,E4,V1,modules/08_对标研究与机制迁移/SAM-BM-009_结果强度不是万能答案.md
SAM-BM-009,结果强度不是万能答案,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V1,modules/08_对标研究与机制迁移/SAM-BM-009_结果强度不是万能答案.md
SAM-BM-010,区分现实条件与自我辩护,08,sam-benchmark,explicit_runtime_reference,1,K5,E4,V1,modules/08_对标研究与机制迁移/SAM-BM-010_区分现实条件与自我辩护.md
SAM-BM-010,区分现实条件与自我辩护,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V1,modules/08_对标研究与机制迁移/SAM-BM-010_区分现实条件与自我辩护.md
SAM-BM-011,先减少变量，再建立差异,08,sam-benchmark,explicit_runtime_reference,1,K5,E4,V1,modules/08_对标研究与机制迁移/SAM-BM-011_先减少变量再建立差异.md
SAM-BM-011,先减少变量，再建立差异,08,sam-reconstruct,module_scope_candidate,0,K5,E4,V1,modules/08_对标研究与机制迁移/SAM-BM-011_先减少变量再建立差异.md
SAM-TOPIC-001,选题不是一个题目,09,sam-research,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-001_选题不是一个题目.md
SAM-TOPIC-001,选题不是一个题目,09,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-001_选题不是一个题目.md
SAM-TOPIC-001,选题不是一个题目,09,sam-topic,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-001_选题不是一个题目.md
SAM-TOPIC-002,选题由人群、问题、判断和结果组成,09,sam-research,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-002_选题由人群问题判断和结果组成.md
SAM-TOPIC-002,选题由人群、问题、判断和结果组成,09,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-002_选题由人群问题判断和结果组成.md
SAM-TOPIC-002,选题由人群、问题、判断和结果组成,09,sam-topic,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-002_选题由人群问题判断和结果组成.md
SAM-TOPIC-003,从真实咨询中提取选题,09,sam-research,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-003_从真实咨询中提取选题.md
SAM-TOPIC-003,从真实咨询中提取选题,09,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-003_从真实咨询中提取选题.md
SAM-TOPIC-003,从真实咨询中提取选题,09,sam-topic,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-003_从真实咨询中提取选题.md
SAM-TOPIC-004,从搜索与评论中提取选题,09,sam-research,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-004_从搜索与评论中提取选题.md
SAM-TOPIC-004,从搜索与评论中提取选题,09,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-004_从搜索与评论中提取选题.md
SAM-TOPIC-004,从搜索与评论中提取选题,09,sam-topic,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-004_从搜索与评论中提取选题.md
SAM-TOPIC-005,从行业变化中提取选题,09,sam-research,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-005_从行业变化中提取选题.md
SAM-TOPIC-005,从行业变化中提取选题,09,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-005_从行业变化中提取选题.md
SAM-TOPIC-005,从行业变化中提取选题,09,sam-topic,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-005_从行业变化中提取选题.md
SAM-TOPIC-006,从个人经历中提取可公共讨论的问题,09,sam-research,explicit_runtime_reference,2,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-006_从个人经历中提取可公共讨论的问题.md
SAM-TOPIC-006,从个人经历中提取可公共讨论的问题,09,sam-strategy,explicit_runtime_reference,2,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-006_从个人经历中提取可公共讨论的问题.md
SAM-TOPIC-006,从个人经历中提取可公共讨论的问题,09,sam-topic,explicit_runtime_reference,2,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-006_从个人经历中提取可公共讨论的问题.md
SAM-TOPIC-007,热点怎样与长期问题连接,09,sam-research,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-007_热点怎样与长期问题连接.md
SAM-TOPIC-007,热点怎样与长期问题连接,09,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-007_热点怎样与长期问题连接.md
SAM-TOPIC-007,热点怎样与长期问题连接,09,sam-topic,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-007_热点怎样与长期问题连接.md
SAM-TOPIC-008,选题为什么有流量却没商业价值,09,sam-research,explicit_runtime_reference,2,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-008_选题为什么有流量却没商业价值.md
SAM-TOPIC-008,选题为什么有流量却没商业价值,09,sam-strategy,explicit_runtime_reference,2,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-008_选题为什么有流量却没商业价值.md
SAM-TOPIC-008,选题为什么有流量却没商业价值,09,sam-topic,explicit_runtime_reference,2,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-008_选题为什么有流量却没商业价值.md
SAM-TOPIC-009,选题池怎样分层与配比,09,sam-research,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-009_选题池怎样分层与配比.md
SAM-TOPIC-009,选题池怎样分层与配比,09,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-009_选题池怎样分层与配比.md
SAM-TOPIC-009,选题池怎样分层与配比,09,sam-topic,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-009_选题池怎样分层与配比.md
SAM-TOPIC-010,系列选题怎样建立认知,09,sam-research,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-010_系列选题怎样建立认知.md
SAM-TOPIC-010,系列选题怎样建立认知,09,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-010_系列选题怎样建立认知.md
SAM-TOPIC-010,系列选题怎样建立认知,09,sam-topic,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-010_系列选题怎样建立认知.md
SAM-TOPIC-011,选题淘汰的判断标准,09,sam-research,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-011_选题淘汰的判断标准.md
SAM-TOPIC-011,选题淘汰的判断标准,09,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-011_选题淘汰的判断标准.md
SAM-TOPIC-011,选题淘汰的判断标准,09,sam-topic,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-011_选题淘汰的判断标准.md
SAM-TOPIC-012,选题结果怎样回填,09,sam-research,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-012_选题结果怎样回填.md
SAM-TOPIC-012,选题结果怎样回填,09,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-012_选题结果怎样回填.md
SAM-TOPIC-012,选题结果怎样回填,09,sam-topic,explicit_runtime_reference,1,K5,E4,V2,modules/09_选题与内容研究/SAM-TOPIC-012_选题结果怎样回填.md
SAM-HOOK-001,标题、封面与开头不是同一件事,10,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-001_标题封面与开头不是同一件事.md
SAM-HOOK-001,标题、封面与开头不是同一件事,10,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-001_标题封面与开头不是同一件事.md
SAM-HOOK-001,标题、封面与开头不是同一件事,10,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-001_标题封面与开头不是同一件事.md
SAM-HOOK-001,标题、封面与开头不是同一件事,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-001_标题封面与开头不是同一件事.md
SAM-HOOK-002,相关性先于刺激,10,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-002_相关性先于刺激.md
SAM-HOOK-002,相关性先于刺激,10,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-002_相关性先于刺激.md
SAM-HOOK-002,相关性先于刺激,10,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-002_相关性先于刺激.md
SAM-HOOK-002,相关性先于刺激,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-002_相关性先于刺激.md
SAM-HOOK-003,用户怎样快速确认与自己有关,10,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-003_用户怎样快速确认与自己有关.md
SAM-HOOK-003,用户怎样快速确认与自己有关,10,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-003_用户怎样快速确认与自己有关.md
SAM-HOOK-003,用户怎样快速确认与自己有关,10,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-003_用户怎样快速确认与自己有关.md
SAM-HOOK-003,用户怎样快速确认与自己有关,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-003_用户怎样快速确认与自己有关.md
SAM-HOOK-004,六类开头分别适合什么任务,10,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-004_六类开头分别适合什么任务.md
SAM-HOOK-004,六类开头分别适合什么任务,10,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-004_六类开头分别适合什么任务.md
SAM-HOOK-004,六类开头分别适合什么任务,10,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-004_六类开头分别适合什么任务.md
SAM-HOOK-004,六类开头分别适合什么任务,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-004_六类开头分别适合什么任务.md
SAM-HOOK-005,身份、处境与冲突怎样进入开头,10,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-005_身份处境与冲突怎样进入开头.md
SAM-HOOK-005,身份、处境与冲突怎样进入开头,10,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-005_身份处境与冲突怎样进入开头.md
SAM-HOOK-005,身份、处境与冲突怎样进入开头,10,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-005_身份处境与冲突怎样进入开头.md
SAM-HOOK-005,身份、处境与冲突怎样进入开头,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-005_身份处境与冲突怎样进入开头.md
SAM-HOOK-006,好奇缺口何时变成标题党,10,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-006_好奇缺口何时变成标题党.md
SAM-HOOK-006,好奇缺口何时变成标题党,10,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-006_好奇缺口何时变成标题党.md
SAM-HOOK-006,好奇缺口何时变成标题党,10,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-006_好奇缺口何时变成标题党.md
SAM-HOOK-006,好奇缺口何时变成标题党,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-006_好奇缺口何时变成标题党.md
SAM-HOOK-007,反共识开头怎样承担举证责任,10,sam-write,explicit_runtime_reference,2,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-007_反共识开头怎样承担举证责任.md
SAM-HOOK-007,反共识开头怎样承担举证责任,10,sam-edit,explicit_runtime_reference,2,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-007_反共识开头怎样承担举证责任.md
SAM-HOOK-007,反共识开头怎样承担举证责任,10,sam-audit,explicit_runtime_reference,2,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-007_反共识开头怎样承担举证责任.md
SAM-HOOK-007,反共识开头怎样承担举证责任,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-007_反共识开头怎样承担举证责任.md
SAM-HOOK-008,封面怎样降低理解成本,10,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-008_封面怎样降低理解成本.md
SAM-HOOK-008,封面怎样降低理解成本,10,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-008_封面怎样降低理解成本.md
SAM-HOOK-008,封面怎样降低理解成本,10,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-008_封面怎样降低理解成本.md
SAM-HOOK-008,封面怎样降低理解成本,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-008_封面怎样降低理解成本.md
SAM-HOOK-009,标题承诺与正文兑现,10,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-009_标题承诺与正文兑现.md
SAM-HOOK-009,标题承诺与正文兑现,10,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-009_标题承诺与正文兑现.md
SAM-HOOK-009,标题承诺与正文兑现,10,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-009_标题承诺与正文兑现.md
SAM-HOOK-009,标题承诺与正文兑现,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-009_标题承诺与正文兑现.md
SAM-HOOK-010,开头吸引的人必须与结尾行动一致,10,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-010_开头吸引的人必须与结尾行动一致.md
SAM-HOOK-010,开头吸引的人必须与结尾行动一致,10,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-010_开头吸引的人必须与结尾行动一致.md
SAM-HOOK-010,开头吸引的人必须与结尾行动一致,10,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-010_开头吸引的人必须与结尾行动一致.md
SAM-HOOK-010,开头吸引的人必须与结尾行动一致,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-010_开头吸引的人必须与结尾行动一致.md
SAM-HOOK-011,标题 A/B 测试的正确方法,10,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-011_标题AB测试的正确方法.md
SAM-HOOK-011,标题 A/B 测试的正确方法,10,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-011_标题AB测试的正确方法.md
SAM-HOOK-011,标题 A/B 测试的正确方法,10,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-011_标题AB测试的正确方法.md
SAM-HOOK-011,标题 A/B 测试的正确方法,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-011_标题AB测试的正确方法.md
SAM-HOOK-012,开头失败怎样定位,10,sam-write,explicit_runtime_reference,2,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-012_开头失败怎样定位.md
SAM-HOOK-012,开头失败怎样定位,10,sam-edit,explicit_runtime_reference,2,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-012_开头失败怎样定位.md
SAM-HOOK-012,开头失败怎样定位,10,sam-audit,explicit_runtime_reference,2,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-012_开头失败怎样定位.md
SAM-HOOK-012,开头失败怎样定位,10,sam-operations,module_scope_candidate,0,K5,E4,V2,modules/10_标题封面与开头/SAM-HOOK-012_开头失败怎样定位.md
SAM-SCRIPT-001,内容结构是信息任务的顺序,11,sam-style,explicit_runtime_reference,1,K5,E4,V2,modules/11_结构证据与口播表达/SAM-SCRIPT-001_内容结构是信息任务的顺序.md
SAM-SCRIPT-001,内容结构是信息任务的顺序,11,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/11_结构证据与口播表达/SAM-SCRIPT-001_内容结构是信息任务的顺序.md
SAM-SCRIPT-001,内容结构是信息任务的顺序,11,sam-edit,explicit_runtime_reference,1,K5,E4,V2,modules/11_结构证据与口播表达/SAM-SCRIPT-001_内容结构是信息任务的顺序.md
SAM-SCRIPT-001,内容结构是信息任务的顺序,11,sam-audit,explicit_runtime_reference,1,K5,E4,V2,modules/11_结构证据与口播表达/SAM-SCRIPT-001_内容结构是信息任务的顺序.md
SAM-SCRIPT-001,内容结构是信息任务的顺序,11,sam-reconstruct,module_scope_candidate,0,K5,E4,V2,modules/11_结构证据与口播表达/SAM-SCRIPT-001_内容结构是信息任务的顺序.md
SAM-SCRIPT-002,结论先行什么时候有效,11,sam-style,explicit_runtime_reference,1,K5,E4,V2,modules/11_结构证据与口播表达/SAM-SCRIPT-002_结论先行什么时候有效.md
SAM-SCRIPT-002,结论先行什么时候有效,11,sam-write,explicit_runtime_reference,1,K5,E4,V2,modules/11_结构证据与口播表达/SAM-SCRIPT-002_结论先行什么时候有效.md
